team,matches,ema_goals_for,ema_goals_against,ema_points,last_date
Nigeria,661,1.8494563724900872,1.0291111785303877,1.7297043232320204,2026-06-10 00:00:00+00:00
Niue,2,0.8405000000000001,6.3269,0.8405000000000001,1983-08-22 00:00:00+00:00
North Korea,390,0.9611019196740904,2.1642913089399425,0.4500999519581364,2025-06-10 00:00:00+00:00
North Macedonia,306,0.5381562664920208,1.879665428007196,0.8306837297328612,2026-06-01 00:00:00+00:00
North Vietnam,24,2.2232531996162628,1.6619617089417829,1.3913455167120707,1970-09-20 00:00:00+00:00
Northern Cyprus,34,2.6321436123463,0.8394623267130296,1.992894977751406,2018-06-09 00:00:00+00:00
Northern Ireland,707,0.9314291138130526,1.3142158726395268,1.228927878887449,2026-06-08 00:00:00+00:00
Northern Mariana Islands,30,1.316548573907693,3.4467892081241183,1.0986984957152592,2024-04-07 00:00:00+00:00
Norway,875,2.4372528980025217,1.6197975135805431,1.8695811004846925,2026-06-26 19:00:00+00:00
Occitania,33,2.9561675308177984,0.720448544873318,2.308204950568547,2014-12-30 00:00:00+00:00
Oman,543,0.6828469849640028,1.279092097560863,1.080968522286471,2026-06-05 00:00:00+00:00
Orkney,28,1.979254971228665,1.950484185492635,1.7071284853405717,2025-07-17 00:00:00+00:00
Padania,45,1.9965520906074743,0.980109190028926,1.4768698193602752,2019-06-08 00:00:00+00:00
Pakistan,251,1.1384439481419195,1.4074203001714989,1.541151972603929,2026-06-10 00:00:00+00:00
Palau,2,1.4957000000000005,4.4261,0.8405000000000001,1998-08-01 00:00:00+00:00
Palestine,249,0.5510377537899832,0.7799110329843928,0.9843854019224578,2026-06-09 00:00:00+00:00
Panama,542,1.007879571435813,1.5731978259505417,0.8829829330488033,2026-06-27 21:00:00+00:00
Panjab,19,3.3260569795208936,1.6384933766784713,1.469626168781799,2019-12-29 00:00:00+00:00
Papua New Guinea,155,1.7009017877015364,1.3654798830105324,1.845169735081989,2025-11-23 00:00:00+00:00
Paraguay,787,2.032400597957468,1.7296215930477774,1.815728286339349,2026-06-29 20:30:00+00:00
Parishes of Jersey,3,2.5512740000000003,1.3178420000000002,1.5923060000000004,2019-06-02 00:00:00+00:00
Peru,714,0.9961542895275366,1.7417176378913528,0.7982182319148732,2026-06-08 00:00:00+00:00
Philippines,342,3.1475725386617737,1.07036689174041,2.435389355184087,2026-06-09 00:00:00+00:00
Poland,892,1.6082659450321302,1.611041421204332,1.4257077867845545,2026-06-03 00:00:00+00:00
Portugal,698,2.1495190731118754,0.6123745072048666,2.033570065179989,2026-06-27 23:30:00+00:00
Provence,23,4.878156384547371,1.9805853093450696,1.1337689497376848,2013-06-28 00:00:00+00:00
Puerto Rico,163,1.445208254085926,1.7894214617254676,1.402747799251536,2026-06-05 00:00:00+00:00
Qatar,638,0.6195173146350643,2.2890183404912543,0.4990858098997723,2026-06-24 19:00:00+00:00
Quebec,3,3.673682,1.0168100000000002,1.4951060000000005,2013-06-27 00:00:00+00:00
Raetia,26,3.093058012566205,2.648476280638992,1.394540339762611,2023-08-06 00:00:00+00:00
Republic of Ireland,633,1.6268674006085129,0.7632618724607714,1.85487343005204,2026-06-05 00:00:00+00:00
Republic of St. Pauli,4,1.83922244,1.31959844,1.0274944400000003,2006-06-03 00:00:00+00:00
Rhodes,18,1.624101006296683,1.0446317609929074,1.8510157211430944,2011-06-27 00:00:00+00:00
Romani people,7,1.5029748579305604,2.834741399001921,0.8388664407785603,2016-05-16 00:00:00+00:00
Romania,766,1.638790695186629,1.2775675778386626,1.5236382792566865,2026-06-06 00:00:00+00:00
Russia,749,1.9819151427918484,0.516367412425546,2.0228694767439768,2026-06-09 00:00:00+00:00
Rwanda,280,1.1900401109719527,0.9624438273477964,1.4661952392295414,2026-03-30 00:00:00+00:00
Ryūkyū,1,1.025,2.645,1.025,2016-11-26 00:00:00+00:00
Réunion,124,1.3643161171580045,0.6863776444940215,1.629548697620371,2023-09-02 00:00:00+00:00
Saare County,35,1.8623638582291315,2.092139784283785,1.1851167390512227,2017-06-29 00:00:00+00:00
Saarland,9,1.195901372955504,2.6134957959582623,0.5222292452358239,1956-06-06 00:00:00+00:00
Saint Barthélemy,10,2.609077895189888,2.419523502762836,1.3757300358454585,2023-03-10 00:00:00+00:00
Saint Helena,8,0.8413634943925572,3.9786340849690696,0.2555176073318722,2023-07-13 00:00:00+00:00
Saint Kitts and Nevis,226,1.957737237920813,2.62654262685812,1.365010711577165,2026-03-30 00:00:00+00:00
Saint Lucia,230,0.9312492738990756,3.23113735544345,0.6993911674119165,2026-03-27 00:00:00+00:00
Saint Martin,68,1.9104897023899088,1.3842986523233387,1.7558670913293584,2026-03-29 00:00:00+00:00
Saint Pierre and Miquelon,7,0.6392068382096001,9.198612538061122,0.3116068382096001,2012-09-28 00:00:00+00:00
Saint Vincent and the Grenadines,236,2.2805997094066983,1.480629778566381,1.8360056704919845,2026-03-29 00:00:00+00:00
Samoa,71,1.0661701533423662,3.591896673994474,0.9195571553362278,2024-11-18 00:00:00+00:00
San Marino,225,0.617869912624907,2.7798013540253184,0.1787835648520093,2026-06-09 00:00:00+00:00
Sark,4,0.5651522000000002,9.93307076,0.5651522000000002,2003-07-03 00:00:00+00:00
Saudi Arabia,744,0.7108655075350646,1.4875173874632488,0.9595808517004908,2026-06-27 00:00:00+00:00
Saugeais,1,1.205,1.205,1.205,2013-06-29 00:00:00+00:00
Scotland,854,1.384441614432367,1.2517926938088708,1.3914941130699252,2026-06-24 22:00:00+00:00
Sealand,12,2.645119369672598,2.1045546681526788,1.7903246873801792,2014-08-10 00:00:00+00:00
Seborga,1,1.3850000000000002,1.5650000000000002,1.025,2014-08-10 00:00:00+00:00
Senegal,641,2.2537605340771387,1.3290015719674555,1.543898308660708,2026-06-26 19:00:00+00:00
Serbia,348,0.9431308273139044,2.331687954507815,1.086724419464189,2026-06-04 00:00:00+00:00
Seychelles,176,0.1585198050606101,4.982858091044774,0.0450119580792202,2025-10-14 00:00:00+00:00
Shetland,58,2.078942184633253,1.889437761061912,1.1838524586703687,2025-07-17 00:00:00+00:00
Sierra Leone,301,1.1002052904089124,1.271067867851074,1.3780320747572166,2026-06-09 00:00:00+00:00
Silesia,8,2.7797170021550155,1.8482949887375173,1.4436948730598722,2006-12-09 00:00:00+00:00
Singapore,696,1.8159416970176736,1.361803093746032,1.4751800271029414,2026-06-05 00:00:00+00:00
Sint Maarten,60,1.3354157587749251,1.8002491093294528,1.728894848060613,2026-03-30 00:00:00+00:00
Slovakia,367,1.5879511299327826,1.664213410352496,1.680954226730088,2026-06-05 00:00:00+00:00
