snapshot_id,team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode,trigger_match_ids,trigger_matches,snapshot_type,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated
2026-06-17T00:11:32.949275+00:00,Saudi Arabia,H,1715.6361828810457,0.0582,0.18805,0.35935,0.22385,0.4701,0.0988,0.0265,0.00655,0.0015,0.00015,0.5299,0.3713,0.0723,0.01995,0.00505,0.00135,38,11.87,37,11.93,-0.0600000000000005,-0.5029337803855868,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Scotland,C,1842.112163634046,0.214,0.27625,0.499,0.3461,0.83635,0.3424,0.13645,0.0457,0.0146,0.00335,0.1636499999999999,0.49395,0.20595,0.09075,0.0310999999999999,0.01125,24,22.41,24,22.42,-0.0100000000000015,-0.0446030330062513,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Senegal,I,1876.0534042074933,0.02215,0.223,0.55885,0.33235,0.5775,0.26785,0.11065,0.0363,0.0105,0.0031,0.4225,0.30965,0.1571999999999999,0.07435,0.0257999999999999,0.0074,26,17.94,29,17.44,0.5,2.86697247706422,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,South Africa,A,1652.9408368061584,0.00855,0.06225,0.2857,0.1383,0.2091,0.05765,0.0126,0.0019,0.00045,5e-05,0.7908999999999999,0.15145,0.04505,0.0107,0.00145,0.0003999999999999,41,8.25,43,8.19,0.0600000000000005,0.7326007326007388,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,South Korea,A,1891.8396569532424,0.42345,0.4728,0.08355,0.0672,0.96345,0.52605,0.2005,0.0872,0.0282,0.00915,0.0365499999999999,0.4374,0.32555,0.1133,0.059,0.0190499999999999,19,28.84,16,29.07,-0.2300000000000004,-0.7911936704506378,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Spain,H,2166.0489264124826,0.6396,0.2487,0.08665,0.06065,0.94895,0.67635,0.5127,0.38345,0.2764,0.16755,0.05105,0.2725999999999999,0.1636499999999999,0.12925,0.10705,0.1088499999999999,2,49.22,3,49.22,0.0,0.0,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Sweden,F,1804.2553640293067,0.2344,0.2565,0.4873,0.4508,0.9417,0.31055,0.09825,0.02725,0.00715,0.0015,0.0583,0.63115,0.2123,0.071,0.0201,0.00565,30,21.72,25,21.89,-0.1700000000000017,-0.7766103243490255,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Switzerland,B,1909.2385191872604,0.41565,0.3371,0.1681,0.08225,0.835,0.46225,0.1799,0.0738,0.0283,0.00875,0.165,0.3727499999999999,0.28235,0.1061,0.0455,0.0195499999999999,20,25.91,20,26.09,-0.1799999999999997,-0.68991950939057,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Tunisia,F,1675.2885169556612,0.0098,0.03675,0.09655,0.04235,0.0889,0.0114,0.0015,0.0001,0.0,0.0,0.9111,0.0775,0.0099,0.0014,0.0001,0.0,47,6.09,46,6.13,-0.04,-0.652528548123981,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Turkey,D,1884.3469349321424,0.0326,0.12435,0.4113,0.2256,0.38255,0.166,0.05675,0.01975,0.00625,0.00145,0.61745,0.21655,0.10925,0.037,0.0135,0.0048,31,12.96,34,13.18,-0.2199999999999988,-1.6691957511380795,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,United States,D,1877.7224942115647,0.4273,0.41855,0.1231,0.1122,0.95805,0.5469,0.23265,0.09215,0.0411,0.0133,0.04195,0.4111499999999999,0.31425,0.1405,0.05105,0.0278,17,30.1,14,30.33,-0.2299999999999968,-0.7583250906692941,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Uruguay,H,1938.03954351165,0.2535,0.4164,0.2151,0.1094,0.7793,0.35325,0.1891,0.09475,0.0452,0.01595,0.2207,0.42605,0.16415,0.0943499999999999,0.04955,0.0292499999999999,15,24.69,22,25.0,-0.3099999999999987,-1.2399999999999949,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T00:11:32.949275+00:00,Uzbekistan,K,1818.0034640596127,0.0861,0.1958,0.35155,0.2003,0.4822,0.1703,0.0521,0.0157,0.00405,0.00105,0.5178,0.3119,0.1182,0.0364,0.0116499999999999,0.003,32,13.81,32,14.1,-0.2899999999999991,-2.056737588652476,2026-06-17 00:11:32.949275+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Algeria,J,1843.5484552614075,0.009,0.19295,0.4835,0.2443,0.44625,0.14675,0.0566,0.019,0.0067,0.00165,0.55375,0.2995,0.09015,0.0375999999999999,0.0122999999999999,0.00505,27,13.3,33,15.11,-1.8099999999999987,-11.978821972203832,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Argentina,J,2182.5309383935705,0.81495,0.17285,0.00965,0.0094,0.9972,0.7484,0.6133,0.4779,0.37875,0.2764,0.0028,0.2488,0.1351,0.1353999999999999,0.09915,0.10235,1,57.85,1,54.44,3.410000000000004,6.263776634827339,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Australia,D,1945.308112738874,0.50215,0.3677,0.10895,0.09485,0.9647,0.6085,0.2935,0.1209,0.0534,0.0198,0.0353,0.3561999999999999,0.315,0.1725999999999999,0.0674999999999999,0.0336,12,33.16,10,33.57,-0.4100000000000037,-1.2213285671730822,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Austria,J,1899.1494781075417,0.1707,0.6159,0.2013,0.15565,0.94225,0.38675,0.1821,0.0766,0.0326,0.0096,0.0577499999999999,0.5555000000000001,0.2046499999999999,0.1055,0.044,0.023,19,26.03,20,19.55,6.48,33.14578005115089,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Belgium,G,1917.9592595919628,0.4013,0.26295,0.2059,0.1522,0.81645,0.4766,0.22735,0.0935,0.0447,0.01615,0.18355,0.33985,0.24925,0.13385,0.0488,0.0285499999999999,14,27.64,17,27.82,-0.1799999999999997,-0.6470165348670012,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Bosnia-Herzegovina,B,1656.6626721673915,0.10765,0.2074,0.37605,0.274,0.58905,0.1193,0.029,0.0046,0.001,0.00025,0.41095,0.4697499999999999,0.0903,0.0244,0.0036,0.00075,36,13.37,32,13.19,0.1799999999999997,1.3646702047005286,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Brazil,C,2035.330946234145,0.46875,0.3223,0.17425,0.1445,0.93555,0.57095,0.33745,0.1861,0.0785,0.03445,0.06445,0.3646,0.2334999999999999,0.15135,0.1075999999999999,0.04405,7,35.08,8,35.41,-0.3299999999999983,-0.9319401299068012,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Canada,B,1858.59205323128,0.42435,0.32345,0.1781,0.12205,0.86985,0.46,0.20775,0.06975,0.0242,0.00895,0.13015,0.40985,0.25225,0.1379999999999999,0.04555,0.01525,21,26.65,18,26.45,0.1999999999999993,0.7561436672967837,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Cape Verde Islands,H,1672.3271453576558,0.0498,0.15305,0.34275,0.24455,0.4474,0.0627,0.01335,0.0025,0.00035,0.00015,0.5526,0.3847,0.04935,0.01085,0.00215,0.0002,38,10.74,39,10.77,-0.0299999999999993,-0.2785515320334202,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Colombia,K,2039.058801198529,0.378,0.35325,0.1839,0.1361,0.86735,0.5605,0.31945,0.1638,0.08775,0.0412,0.13265,0.3068499999999999,0.24105,0.15565,0.07605,0.0465499999999999,5,33.68,9,34.41,-0.7299999999999969,-2.1214763150246934,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Congo DR,K,1747.3715630458369,0.04995,0.1347,0.32425,0.17815,0.3628,0.0989,0.02245,0.00585,0.00095,5e-05,0.6372,0.2639,0.07645,0.0166,0.0049,0.0009,39,10.69,40,10.62,0.0700000000000002,0.6591337099811704,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Croatia,L,1948.9745085429984,0.26915,0.4339,0.228,0.1685,0.87155,0.41085,0.1702,0.07595,0.0286,0.0084,0.1284499999999999,0.4607,0.24065,0.0942499999999999,0.04735,0.0202,22,25.36,22,25.05,0.3099999999999987,1.2375249500997954,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Curaçao,E,1587.3152630007648,0.00255,0.01495,0.09205,0.0304,0.0479,0.0048,0.00035,5e-05,0.0,0.0,0.9521,0.0431,0.00445,0.0003,5e-05,0.0,47,5.56,48,5.55,0.0099999999999997,0.1801801801801763,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Czechia,A,1756.7372282818046,0.0205,0.0977,0.5551,0.32225,0.44045,0.1503,0.03755,0.00735,0.00165,0.00045,0.55955,0.29015,0.1127499999999999,0.0302,0.0057,0.0012,34,12.59,36,12.44,0.1500000000000003,1.2057877813504851,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Ecuador,E,1948.2965124260768,0.07745,0.19825,0.65505,0.54705,0.82275,0.42195,0.208,0.08465,0.03365,0.0125,0.17725,0.4008,0.21395,0.1233499999999999,0.051,0.02115,17,26.1,19,26.09,0.0100000000000015,0.0383288616328155,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Egypt,G,1805.1380654223528,0.2115,0.2508,0.28195,0.2107,0.673,0.2645,0.07935,0.0196,0.0053,0.00105,0.3269999999999999,0.4085,0.18515,0.05975,0.0143,0.00425,32,17.77,29,18.06,-0.2899999999999991,-1.605758582502764,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,England,L,2070.4987809142654,0.6441,0.26935,0.07615,0.06495,0.9784,0.6909,0.45345,0.30315,0.1488,0.084,0.0215999999999999,0.2875000000000001,0.2374499999999999,0.1503,0.15435,0.0647999999999999,4,43.77,4,43.37,0.4000000000000057,0.9222965183306564,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,France,I,2122.9471507593057,0.7059,0.26135,0.02565,0.02425,0.9915,0.75695,0.572,0.34555,0.19055,0.10275,0.0084999999999999,0.23455,0.18495,0.2264499999999999,0.155,0.0878,3,49.02,2,49.27,-0.25,-0.5074081591231987,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Germany,E,1999.7408113603765,0.52335,0.3261,0.14795,0.14595,0.9954,0.54765,0.2499,0.1062,0.03705,0.01455,0.0046,0.44775,0.2977499999999999,0.1437,0.06915,0.0225,16,31.06,11,31.08,-0.0199999999999995,-0.0643500643500629,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Ghana,L,1619.079820702289,0.01025,0.0578,0.2322,0.0957,0.16375,0.02395,0.0036,0.0005,0.0,0.0,0.8362499999999999,0.1398,0.02035,0.0031,0.0005,0.0,46,7.08,43,7.15,-0.0700000000000002,-0.979020979020983,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Haiti,C,1681.7819849681869,0.0061,0.02585,0.0757,0.0445,0.07645,0.0144,0.003,0.0006,0.0001,0.0,0.92355,0.06205,0.0114,0.0024,0.0004999999999999,0.0001,44,6.05,47,6.04,0.0099999999999997,0.1655629139072812,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Iran,G,1872.456751220767,0.2522,0.2737,0.2509,0.11655,0.64245,0.31375,0.1136,0.0361,0.01235,0.0032,0.35755,0.3287,0.2001499999999999,0.0775,0.02375,0.00915,25,19.36,27,19.27,0.0899999999999998,0.4670472236637252,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Iraq,I,1704.3317392397837,0.0058,0.0161,0.1938,0.0816,0.1035,0.0241,0.0063,0.00085,0.0,0.0,0.8965,0.0794,0.0178,0.00545,0.00085,0.0,45,6.54,45,6.49,0.0499999999999998,0.77041602465331,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Ivory Coast,E,1841.6886324406616,0.39665,0.4607,0.10495,0.0958,0.95315,0.36935,0.10835,0.0317,0.00815,0.00155,0.0468499999999999,0.5838000000000001,0.261,0.07665,0.02355,0.0065999999999999,28,23.02,24,22.93,0.0899999999999998,0.3924989097252501,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Japan,F,1976.9457966045584,0.3576,0.36385,0.2134,0.1741,0.89555,0.48365,0.26885,0.1317,0.0557,0.0228,0.10445,0.4118999999999999,0.2148,0.1371499999999999,0.076,0.0329,9,30.4,13,30.32,0.0799999999999983,0.2638522427440577,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Jordan,J,1742.5670052481723,0.00535,0.0183,0.30555,0.11895,0.1426,0.02965,0.00705,0.0008,0.0001,5e-05,0.8573999999999999,0.11295,0.0226,0.0062499999999999,0.0007,5e-05,42,7.03,44,10.61,-3.579999999999999,-33.74175306314797,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Mexico,A,1951.7678590630444,0.5434,0.37145,0.079,0.07165,0.9865,0.6481,0.3103,0.178,0.0727,0.03045,0.0134999999999999,0.3384,0.3378,0.1323,0.1052999999999999,0.0422499999999999,8,35.9,5,35.64,0.259999999999998,0.7295173961840573,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Morocco,C,1978.3945421301296,0.31265,0.3729,0.25315,0.21025,0.8958,0.4888,0.25995,0.1215,0.04615,0.01685,0.1041999999999999,0.407,0.22885,0.13845,0.07535,0.0292999999999999,13,29.86,15,29.9,-0.0399999999999991,-0.1337792642140439,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Netherlands,F,1994.8189759531413,0.3991,0.3525,0.19665,0.1629,0.9145,0.49905,0.27115,0.1348,0.05565,0.02175,0.0855,0.41545,0.2279,0.13635,0.07915,0.0339,11,30.91,12,30.94,-0.0300000000000011,-0.0969618616677476,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,New Zealand,G,1741.7914963942346,0.135,0.21255,0.26125,0.1475,0.49505,0.13945,0.02775,0.00475,0.0008,5e-05,0.50495,0.3556,0.1117,0.023,0.0039499999999999,0.00075,40,12.71,35,12.56,0.1500000000000003,1.1942675159235696,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Norway,I,1959.593240178951,0.2644,0.49995,0.2261,0.20415,0.9685,0.60995,0.3528,0.15345,0.0583,0.02175,0.0314999999999999,0.35855,0.25715,0.19935,0.09515,0.03655,10,35.16,7,34.92,0.2399999999999948,0.6872852233676829,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Panama,L,1832.511743518153,0.0765,0.23895,0.46365,0.27785,0.5933,0.1683,0.05295,0.0143,0.00305,0.00035,0.4066999999999999,0.425,0.11535,0.03865,0.01125,0.0027,35,14.85,30,14.85,0.0,0.0,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Paraguay,D,1833.8981262528123,0.0332,0.0932,0.3571,0.21045,0.33685,0.1326,0.03865,0.01125,0.0039,0.00085,0.66315,0.20425,0.09395,0.0273999999999999,0.00735,0.0030499999999999,33,11.43,38,11.53,-0.0999999999999996,-0.8673026886383317,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Portugal,K,2020.3334295740908,0.48545,0.31615,0.1427,0.1133,0.9149,0.6013,0.34485,0.16465,0.08555,0.0397,0.0850999999999999,0.3136000000000001,0.2564499999999999,0.1802,0.0790999999999999,0.04585,6,35.24,6,35.96,-0.7199999999999989,-2.0022246941045574,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Qatar,B,1605.9621249021352,0.05245,0.1337,0.2777,0.18005,0.3662,0.0562,0.01025,0.00075,0.00015,0.0,0.6337999999999999,0.31,0.04595,0.0095,0.0006,0.00015,43,9.73,41,9.83,-0.0999999999999996,-1.0172939979654083,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Saudi Arabia,H,1715.6361828810457,0.0596,0.18495,0.35275,0.22095,0.4655,0.0905,0.02455,0.0058,0.00095,0.0002,0.5345,0.375,0.06595,0.01875,0.0048499999999999,0.00075,37,11.64,37,11.87,-0.2299999999999986,-1.9376579612468288,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Scotland,C,1842.112163634046,0.2125,0.27895,0.4969,0.3506,0.84205,0.33705,0.13275,0.0461,0.01415,0.00385,0.15795,0.5049999999999999,0.2043,0.08665,0.03195,0.0103,24,22.32,25,22.41,-0.0899999999999998,-0.4016064257028106,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Senegal,I,1876.0534042074933,0.0239,0.2226,0.55445,0.3365,0.583,0.2661,0.10765,0.03465,0.01025,0.0024,0.417,0.3168999999999999,0.15845,0.073,0.0243999999999999,0.00785,26,17.86,28,17.94,-0.0800000000000018,-0.4459308807134997,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,South Africa,A,1652.9408368061584,0.00835,0.0592,0.28485,0.1433,0.21085,0.05545,0.01245,0.0019,0.0004,5e-05,0.78915,0.1554,0.043,0.0105499999999999,0.0015,0.00035,41,8.23,42,8.25,-0.0199999999999995,-0.2424242424242372,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,South Korea,A,1891.8396569532424,0.42775,0.47165,0.08105,0.0655,0.9649,0.53075,0.19875,0.0909,0.02815,0.0084,0.0351,0.4341499999999999,0.3320000000000001,0.10785,0.06275,0.01975,23,28.95,16,28.84,0.1099999999999994,0.3814147018030493,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Spain,H,2166.0489264124826,0.6369,0.2465,0.08935,0.0637,0.9471,0.62565,0.4741,0.3617,0.26245,0.1532,0.0528999999999999,0.32145,0.15155,0.1124,0.09925,0.10925,2,46.81,3,49.22,-2.4099999999999966,-4.896383583908973,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Sweden,F,1804.2553640293067,0.23375,0.24845,0.4965,0.4625,0.9447,0.319,0.1035,0.02685,0.0069,0.00105,0.0553,0.6256999999999999,0.2155,0.07665,0.01995,0.00585,31,21.96,26,21.72,0.240000000000002,1.104972375690617,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Switzerland,B,1909.2385191872604,0.41555,0.33545,0.16815,0.08485,0.83585,0.46455,0.1812,0.0713,0.0286,0.0091,0.16415,0.3712999999999999,0.28335,0.1099,0.0427,0.0195,20,25.94,21,25.91,0.0300000000000011,0.1157854110382135,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Tunisia,F,1675.2885169556612,0.00955,0.0352,0.09345,0.0406,0.08535,0.0126,0.00225,5e-05,0.0,0.0,0.91465,0.07275,0.01035,0.0021999999999999,5e-05,0.0,48,6.09,46,6.09,0.0,0.0,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Turkey,D,1884.3469349321424,0.02925,0.12925,0.4077,0.22945,0.38795,0.16765,0.05595,0.0188,0.00495,0.0015,0.61205,0.2203,0.1117,0.03715,0.01385,0.00345,29,12.99,34,12.96,0.0299999999999993,0.2314814814814765,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,United States,D,1877.7224942115647,0.4354,0.40985,0.12625,0.1145,0.95975,0.54975,0.233,0.0917,0.04005,0.01235,0.04025,0.41,0.31675,0.1413,0.05165,0.0277,18,30.12,14,30.1,0.0199999999999995,0.066445182724251,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Uruguay,H,1938.03954351165,0.2537,0.4155,0.21515,0.1084,0.7776,0.318,0.16745,0.08435,0.04165,0.01505,0.2224,0.4595999999999999,0.15055,0.0831,0.0426999999999999,0.0266,15,23.43,23,24.69,-1.2600000000000016,-5.10328068043743,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T06:17:33.975356+00:00,Uzbekistan,K,1818.0034640596127,0.0866,0.1959,0.34915,0.20405,0.48655,0.1731,0.0539,0.0172,0.00435,0.00115,0.51345,0.31345,0.1192,0.0367,0.01285,0.0031999999999999,30,13.97,31,13.81,0.1600000000000001,1.1585807385952218,2026-06-17 06:17:33.975356+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
2026-06-17T19:38:49.939410+00:00,Algeria,J,1843.5484552614075,0.00915,0.1971,0.48205,0.24595,0.4522,0.1462,0.05735,0.0176,0.00575,0.00195,0.5478000000000001,0.306,0.08885,0.0397499999999999,0.01185,0.0038,27,13.33,32,13.3,0.0299999999999993,0.2255639097744312,2026-06-17 19:38:49.939410+00:00,phase7_automated_group_stage_v1,provisional_constraint_assignment,,Official model refresh,publication_refresh,,,,,
