team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.94665,0.8148,0.6267,0.45395,0.339,0.0,0.05335000000000001,0.13185000000000002,0.18809999999999993,0.17275000000000001,0.11495,1,69.92,1,69.99,-0.06999999999999318,-0.10001428775538389,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.74335,0.3796,0.177,0.1254,0.0,0.0,0.25665000000000004,0.36374999999999996,0.2026,0.05159999999999998,3,56.99,2,53.06,3.9299999999999997,7.406709385601206,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.5542,0.40655,0.20725,0.08025,0.0,0.0,0.4458,0.14765,0.19930000000000003,0.127,4,53.53,3,53.59,-0.060000000000002274,-0.11196118678858419,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.7724,0.54265,0.40685,0.30235,0.1485,0.0,0.22760000000000002,0.22975,0.13579999999999998,0.10449999999999998,0.15385000000000001,2,52.34,4,52.77,-0.4299999999999997,-0.8148569262838729,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.8336,0.54865,0.31035,0.11305,0.07185,0.0,0.1664,0.28495000000000004,0.23829999999999996,0.19730000000000003,0.0412,5,47.46,5,47.78,-0.3200000000000003,-0.6697362913352873,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.89025,0.5755,0.20665,0.10425,0.0512,0.0,0.10975000000000001,0.31475,0.36885,0.1024,0.05304999999999999,6,46.33,6,46.09,0.23999999999999488,0.5207203297895311,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.4458,0.2507,0.08845,0.01735,0.0,0.0,0.5542,0.1951,0.16224999999999998,0.0711,10,45.52,7,45.54,-0.01999999999999602,-0.04391743522177431,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.52305,0.18265,0.06185,0.01525,0.0,0.0,0.47695,0.34040000000000004,0.1208,0.0466,12,45.27,8,45.3,-0.02999999999999403,-0.06622516556290074,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.47695,0.1601,0.0449,0.00825,0.0,0.0,0.52305,0.31684999999999997,0.1152,0.03665,15,43.54,9,43.57,-0.030000000000001137,-0.06885471654808616,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.80935,0.50035,0.184,0.091,0.0187,0.0,0.19065,0.30900000000000005,0.31634999999999996,0.093,0.0723,9,42.47,10,42.41,0.060000000000002274,0.14147606696534373,2026-06-30T23:07:18.743479+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
