team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.8601,0.66055,0.3471,0.15555,0.0,0.0,0.13990000000000002,0.19955,0.31344999999999995,0.19155000000000003,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,67.95,1,68.16,-0.20999999999999375,-0.3080985915492866,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.9508,0.7648,0.5866,0.44305,0.30195,0.0,0.04920000000000002,0.18599999999999994,0.17820000000000003,0.14355,0.1411,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,67.46,2,69.98,-2.5200000000000102,-3.6010288653901257,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.60775,0.4337,0.28475,0.14405,0.0,0.0,0.39225,0.17405000000000004,0.14894999999999997,0.1407,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,57.26,3,62.2,-4.940000000000005,-7.942122186495184,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.58745,0.41,0.14755,0.0884,0.0,0.0,0.41255,0.17745000000000005,0.26244999999999996,0.05914999999999998,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,53.49,4,53.73,-0.23999999999999488,-0.44667783361249747,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.55665,0.2285,0.09305,0.04945,0.0,0.0,0.44335,0.32814999999999994,0.13545000000000001,0.04359999999999999,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,47.84,5,47.74,0.10000000000000142,0.20946795140343824,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.5986,0.18515,0.06935,0.02145,0.0,0.0,0.4014,0.41345,0.11580000000000001,0.0479,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,47.04,6,47.08,-0.03999999999999915,-0.08496176720475605,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.41255,0.26355,0.1116,0.0634,0.0,0.0,0.58745,0.14899999999999997,0.15195,0.04820000000000001,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,46.15,7,45.96,0.18999999999999773,0.41340295909486013,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.88785,0.56945,0.2044,0.10145,0.0485,0.0,0.11214999999999997,0.3184,0.36505,0.10295,0.05295,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,46.04,8,46.14,-0.10000000000000142,-0.2167316861725215,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.5438,0.16875,0.0651,0.01585,0.0,0.0,0.45620000000000005,0.37504999999999994,0.10365,0.04925,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,45.47,9,45.45,0.01999999999999602,0.04400440044003524,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Portugal,K,2055.531279189894,0.0,1.0,0.0,0.0,1.0,1.0,0.39225,0.23775,0.12445,0.0456,0.0,0.0,0.60775,0.1545,0.11329999999999998,0.07885,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,45.15,10,33.22,11.93,35.912101143889224,2026-07-03T08:22:25.710276+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
