team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2205.741574215096,1.0,0.0,0.0,0.0,1.0,1.0,0.7727,0.50385,0.36115,0.26565,0.0,0.0,0.22729999999999995,0.26885000000000003,0.1427,0.09550000000000003,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,64.93,1,69.12,-4.189999999999998,-6.061921296296292,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2076.6108064037953,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22565,0.11425,0.0457,0.0,0.0,0.0,0.77435,0.11139999999999999,0.06855,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.91,2,46.78,10.129999999999995,21.65455322787515,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.5733,0.4234,0.30625,0.1512,0.0,0.0,0.42669999999999997,0.14990000000000003,0.11714999999999998,0.15505000000000002,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.8,3,57.3,-0.5,-0.8726003490401396,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.7192,0.3375,0.164,0.1136,0.0,0.0,0.28080000000000005,0.38169999999999993,0.17350000000000002,0.0504,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,55.3,4,68.37,-13.070000000000007,-19.11657159572913,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.5504,0.35665,0.13765,0.0856,0.0,0.0,0.4496,0.19374999999999998,0.21900000000000003,0.05205,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,51.49,5,53.2,-1.7100000000000009,-3.2142857142857157,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2070.714685588958,1.0,0.0,0.0,0.0,1.0,1.0,0.5874,0.27815,0.1371,0.067,0.0,0.0,0.41259999999999997,0.30925,0.14105,0.0701,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,50.37,6,53.04,-2.6700000000000017,-5.033936651583714,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.51105,0.2975,0.14695,0.056,0.0,0.0,0.48895,0.21355000000000002,0.15055,0.09095,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,49.22,7,47.76,1.4600000000000009,3.0569514237855966,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.38225,0.2314,0.1033,0.0616,0.0,0.0,0.61775,0.15084999999999998,0.1281,0.0417,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.75,8,46.19,-1.4399999999999977,-3.11755791296817,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.40105,0.1599,0.0809,0.02285,0.0,0.0,0.59895,0.24115000000000003,0.07899999999999999,0.058050000000000004,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.78,9,43.88,-1.1000000000000014,-2.5068368277119446,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.37335,0.13845,0.06475,0.01465,0.0,0.0,0.6266499999999999,0.23490000000000003,0.07369999999999999,0.050100000000000006,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.43,10,45.25,-3.8200000000000003,-8.441988950276244,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Portugal,K,2055.531279189894,0.0,1.0,0.0,0.0,1.0,1.0,0.27935,0.1714,0.098,0.0351,0.0,0.0,0.72065,0.10794999999999999,0.07339999999999999,0.06290000000000001,9,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.01,11,44.79,-3.780000000000001,-8.439383791024785,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.319,0.1695,0.0541,0.01245,0.0,0.0,0.681,0.1495,0.1154,0.041650000000000006,13,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,40.77,12,41.42,-0.6499999999999986,-1.5692901979719907,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1823.9566094388128,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,30.0,10.59,40.59,floor 30.00; record 2-1-2; GD +3; group score 0.75; Elo score 0.90; loss quality 0.36; market signal 0.53; capped below 50.00,True,40.59,13,40.67,-0.0799999999999983,-0.1967051880993319,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Switzerland,B,1993.3526382281264,1.0,0.0,0.0,0.0,1.0,1.0,0.29,0.12525,0.05635,0.0259,0.0,0.0,0.71,0.16474999999999998,0.0689,0.030449999999999998,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,39.54,14,37.32,2.219999999999999,5.948553054662376,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Egypt,G,1896.6969132105075,0.0,1.0,0.0,0.0,1.0,1.0,0.15065,0.04605,0.0131,0.0039,0.0,0.0,0.84935,0.1046,0.03295,0.0092,14,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,34.19,15,35.96,-1.7700000000000031,-4.922135706340387,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.12075,0.0246,0.00575,0.0011,0.0,0.0,0.87925,0.09615,0.01885,0.00465,15,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,33.01,16,33.97,-0.9600000000000009,-2.826022961436564,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Netherlands,F,2000.7626913022912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,15.0,10.92,25.92,floor 15.00; record 2-1-1; GD +6; group score 1.00; Elo score 0.97; loss quality 1.00; market signal 0.73; capped below 30.00,True,25.92,17,25.91,0.010000000000001563,0.03859513701274243,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Germany,E,1940.1450694794064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,15.0,10.59,25.59,floor 15.00; record 2-0-2; GD +6; group score 1.00; Elo score 0.96; loss quality 0.99; market signal 0.71; capped below 30.00,True,25.59,18,25.59,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Japan,F,1954.9668103896377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,15.0,9.03,24.03,floor 15.00; record 1-2-1; GD +3; group score 0.75; Elo score 0.96; loss quality 0.85; market signal 0.60; capped below 30.00,True,24.03,19,24.03,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ivory Coast,E,1823.723032454427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23,15.0,8.89,23.89,floor 15.00; record 2-0-2; GD +1; group score 0.75; Elo score 0.90; loss quality 0.84; market signal 0.59; capped below 30.00,True,23.89,20,23.89,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Croatia,L,1926.812444905188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,15.0,8.84,23.84,floor 15.00; record 2-0-2; GD -1; group score 0.75; Elo score 0.95; loss quality 0.84; market signal 0.59; capped below 30.00,True,23.84,21,23.84,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Australia,D,1845.5211391450616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,15.0,8.6,23.6,floor 15.00; record 1-1-2; GD +0; group score 0.75; Elo score 0.91; loss quality 0.98; market signal 0.57; capped below 30.00,True,23.6,22,23.59,0.010000000000001563,0.042390843577793824,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,15.0,7.72,22.72,floor 15.00; record 1-1-2; GD -2; group score 0.75; Elo score 0.79; loss quality 0.83; market signal 0.52; capped below 30.00,True,22.72,23,22.73,-0.010000000000001563,-0.043994720633530854,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Senegal,I,1862.146613800206,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,15.0,7.32,22.32,floor 15.00; record 1-0-3; GD +1; group score 0.45; Elo score 0.92; loss quality 0.84; market signal 0.49; capped below 30.00,True,22.32,24,22.32,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Austria,J,1867.117768241036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,15.0,7.0,22.0,floor 15.00; record 1-1-2; GD -3; group score 0.75; Elo score 0.92; loss quality 0.36; market signal 0.47; capped below 30.00,True,22.0,25,22.0,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ghana,L,1673.4229598072593,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,15.0,6.98,21.98,floor 15.00; record 1-1-2; GD -1; group score 0.45; Elo score 0.78; loss quality 0.85; market signal 0.47; capped below 30.00,True,21.98,26,21.98,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ecuador,E,1929.1933341526112,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,15.0,6.82,21.82,floor 15.00; record 1-1-2; GD -2; group score 0.45; Elo score 0.96; loss quality 0.58; market signal 0.45; capped below 30.00,True,21.82,27,21.82,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Cape Verde Islands,H,1689.9638660445762,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31,15.0,6.61,21.61,floor 15.00; record 0-3-1; GD -1; group score 0.75; Elo score 0.43; loss quality 0.85; market signal 0.44; capped below 30.00,True,21.61,28,21.61,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Algeria,J,1833.554131996676,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,15.0,6.48,21.48,floor 15.00; record 1-1-2; GD -4; group score 0.45; Elo score 0.91; loss quality 0.58; market signal 0.43; capped below 30.00,True,21.48,29,21.47,0.010000000000001563,0.04657661853750146,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Congo DR,K,1794.39123552079,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,15.0,6.46,21.46,floor 15.00; record 1-1-2; GD +0; group score 0.45; Elo score 0.55; loss quality 0.85; market signal 0.43; capped below 30.00,True,21.46,30,21.46,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Sweden,F,1781.6184920846476,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,15.0,6.02,21.02,floor 15.00; record 1-1-2; GD -3; group score 0.45; Elo score 0.87; loss quality 0.36; market signal 0.40; capped below 30.00,True,21.02,31,21.02,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Bosnia-Herzegovina,B,1659.9254031246503,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,15.0,5.15,20.15,floor 15.00; record 1-1-2; GD -3; group score 0.45; Elo score 0.40; loss quality 0.57; market signal 0.34; capped below 30.00,True,20.15,32,20.15,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,3.82,8.82,floor 5.00; record 0-3-0; GD +0; group score 0.45; Elo score 0.93; market signal 0.38; capped below 15.00,True,8.82,33,8.82,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,3.7,8.7,floor 5.00; record 1-0-2; GD -1; group score 0.45; Elo score 0.91; market signal 0.37; capped below 15.00,True,8.7,34,8.69,0.009999999999999787,0.11507479861909997,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,3.53,8.53,floor 5.00; record 0-2-1; GD -1; group score 0.45; Elo score 0.94; market signal 0.35; capped below 15.00,True,8.53,35,8.53,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,3.47,8.47,floor 5.00; record 1-0-2; GD -3; group score 0.45; Elo score 0.89; market signal 0.35; capped below 15.00,True,8.47,36,8.47,0.0,0.0,2026-07-04T19:20:30.301437+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
