team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.9577,0.78075,0.50225,0.3997,0.2849,0.0,0.042300000000000004,0.17694999999999994,0.2785000000000001,0.10254999999999997,0.11480000000000001,1,65.29,1,69.75,-4.459999999999994,-6.3942652329749015,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2162.8624284479024,1.0,0.0,0.0,0.0,1.0,0.8236,0.6388,0.41835,0.24295,0.11575,0.0,0.1764,0.18479999999999996,0.22045000000000003,0.1754,0.12719999999999998,3,53.88,2,52.47,1.4100000000000037,2.687249857061185,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.77045,0.576,0.4295,0.28735,0.1553,0.0,0.22955000000000003,0.19445,0.14649999999999996,0.14215,0.13205,2,53.31,3,52.48,0.8300000000000054,1.581554878048791,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.88695,0.63205,0.29225,0.1615,0.0805,0.0,0.11304999999999998,0.2549,0.3398,0.13075,0.081,5,50.42,4,46.38,4.039999999999999,8.710651142733933,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.8315,0.56415,0.38025,0.1488,0.0884,0.0,0.16849999999999998,0.26735,0.18390000000000006,0.23145,0.06039999999999998,4,49.92,5,47.66,2.260000000000005,4.741921947125483,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.40785,0.2056,0.08625,0.0502,0.0,0.0,0.59215,0.20224999999999999,0.11935000000000001,0.03604999999999999,6,44.32,6,39.07,5.25,13.437420015357052,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.29175,0.0974,0.0339,0.0097,0.0,0.0,0.70825,0.19435000000000002,0.0635,0.0242,17,38.44,7,43.57,-5.130000000000003,-11.77415652972229,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,1988.196208319044,1.0,0.0,0.0,0.0,1.0,0.6791,0.29515,0.17955,0.06165,0.03355,0.0,0.32089999999999996,0.38395,0.11560000000000004,0.11789999999999998,0.0281,7,36.11,8,33.48,2.6300000000000026,7.855436081242541,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Germany,E,1979.200396172908,1.0,0.0,0.0,0.0,1.0,0.80995,0.26315,0.13325,0.05045,0.0144,0.0,0.19005000000000005,0.5468,0.1299,0.08280000000000001,0.03605,13,36.05,9,39.23,-3.1799999999999997,-8.106041294927353,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.69725,0.33585,0.1243,0.0528,0.01115,0.0,0.30274999999999996,0.36140000000000005,0.21155,0.0715,0.04165,14,35.62,10,42.65,-7.030000000000001,-16.483001172332944,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.68065,0.2484,0.1531,0.0772,0.0264,0.0,0.31935,0.43224999999999997,0.0953,0.07590000000000001,0.050800000000000005,8,34.79,11,36.11,-1.3200000000000003,-3.655497092218223,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Netherlands,F,2032.8108614565144,1.0,0.0,0.0,0.0,1.0,0.5049,0.3434,0.17835,0.07555,0.02555,0.0,0.4951,0.16150000000000003,0.16504999999999997,0.1028,0.05,9,34.52,12,29.17,5.350000000000001,18.34076105587933,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1951.2558569055784,0.0,1.0,0.0,0.0,1.0,0.67895,0.3276,0.0999,0.02705,0.01115,0.0,0.32104999999999995,0.35135000000000005,0.2277,0.07285,0.0159,15,34.31,13,36.14,-1.8299999999999983,-5.063641394576641,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.55125,0.339,0.13235,0.0606,0.01685,0.0,0.44875,0.21225,0.20665000000000003,0.07175,0.04375,11,33.86,14,31.25,2.6099999999999994,8.351999999999999,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2009.053663917143,0.0,1.0,0.0,0.0,1.0,0.4951,0.3068,0.1316,0.05535,0.01965,0.0,0.5049,0.18829999999999997,0.17520000000000002,0.07624999999999998,0.0357,10,32.32,15,26.8,5.52,20.597014925373134,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.58045,0.20135,0.07855,0.03875,0.01675,0.0,0.41955,0.3791,0.1228,0.039799999999999995,0.022,12,30.14,16,28.19,1.9499999999999993,6.9173465768002815,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.45555,0.2109,0.0724,0.0263,0.00995,0.0,0.54445,0.24465,0.1385,0.0461,0.01635,16,28.04,17,24.74,3.3000000000000007,13.338722716248993,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.5792,0.12505,0.05105,0.01635,0.00535,0.0,0.42079999999999995,0.45415000000000005,0.074,0.034699999999999995,0.011,18,27.54,18,30.32,-2.780000000000001,-9.168865435356205,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.4069,0.1533,0.04705,0.0142,0.0034,0.0,0.5931,0.2536,0.10624999999999998,0.032850000000000004,0.0108,19,25.37,19,27.43,-2.0599999999999987,-7.510025519504189,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Algeria,J,1866.7359487939243,0.0,0.0,1.0,1.0,1.0,0.3925,0.1456,0.03415,0.00905,0.00205,0.0,0.6074999999999999,0.2469,0.11145000000000001,0.025099999999999997,0.007000000000000001,22,24.65,20,22.36,2.289999999999999,10.241502683363144,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Egypt,G,1844.9786783751013,0.0,1.0,0.0,0.0,1.0,0.4208,0.081,0.0308,0.00835,0.002,0.0,0.5791999999999999,0.3398,0.0502,0.02245,0.00635,23,23.7,21,25.0,-1.3000000000000007,-5.200000000000002,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Croatia,L,1949.799831445564,0.0,1.0,0.0,0.0,1.0,0.31935,0.08495,0.03955,0.0115,0.0027,0.0,0.68065,0.23440000000000003,0.045399999999999996,0.028050000000000002,0.008799999999999999,21,22.49,22,23.11,-0.620000000000001,-2.6828212894850756,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ivory Coast,E,1844.808848266383,0.0,1.0,0.0,0.0,1.0,0.32105,0.079,0.0205,0.0051,0.0015,0.0,0.6789499999999999,0.24205,0.058499999999999996,0.0154,0.0036000000000000003,24,21.9,23,22.05,-0.15000000000000213,-0.680272108843547,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Austria,J,1882.751029608591,0.0,1.0,0.0,0.0,1.0,0.22955,0.09065,0.03515,0.0133,0.0032,0.0,0.77045,0.13890000000000002,0.055499999999999994,0.02185,0.0101,20,21.21,24,21.0,0.21000000000000085,1.000000000000004,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Paraguay,D,1870.9577224424152,0.0,0.0,1.0,1.0,1.0,0.21765,0.07635,0.02935,0.0086,0.00145,0.0,0.78235,0.1413,0.047,0.02075,0.00715,25,20.53,25,24.34,-3.8099999999999987,-15.653245686113388,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Sweden,F,1792.766655918093,0.0,0.0,1.0,1.0,1.0,0.2484,0.0537,0.0118,0.002,0.00015,0.0,0.7516,0.1947,0.0419,0.0098,0.00185,27,20.07,26,16.77,3.3000000000000007,19.677996422182474,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.1685,0.0435,0.00875,0.00205,0.0005,0.0,0.8315,0.125,0.034749999999999996,0.006700000000000001,0.0015500000000000002,26,18.61,27,18.44,0.16999999999999815,0.9219088937093175,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.1374,0.0215,0.0029,0.00045,0.0001,0.0,0.8626,0.1159,0.0186,0.00245,0.00035,28,17.56,28,18.62,-1.0600000000000023,-5.692803437164351,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.11305,0.02565,0.0027,0.0003,5e-05,0.0,0.88695,0.0874,0.022949999999999998,0.0024000000000000002,0.00024999999999999995,29,17.27,29,17.23,0.03999999999999915,0.23215322112593817,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.0423,0.0132,0.0023,0.0003,0.0,0.0,0.9577,0.029099999999999997,0.0109,0.002,0.0003,30,15.95,30,16.09,-0.14000000000000057,-0.8701056556867655,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Japan,F,1954.9668103896379,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31,15.0,31,28.14,-13.14,-46.695095948827294,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,15.0,32,15.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Curaçao,E,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,5.0,33,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Czechia,A,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,5.0,34,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Haiti,C,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,5.0,35,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,36,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Iraq,I,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37,5.0,37,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Jordan,J,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5.0,38,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
New Zealand,G,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39,5.0,39,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Panama,L,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40,5.0,40,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Qatar,B,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,5.0,41,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Saudi Arabia,H,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42,5.0,42,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,43,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,44,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Tunisia,F,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,5.0,45,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Turkey,D,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,5.0,46,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,47,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Uzbekistan,K,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,5.0,48,5.0,0.0,0.0,2026-06-29T19:20:38.912986+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
