team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.9558,0.78095,0.49345,0.3555,0.2638,0.0,0.04420000000000002,0.17484999999999995,0.28750000000000003,0.13795000000000002,0.0917,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,64.11,1,64.25,-0.14000000000000057,-0.2178988326848258,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.5671,0.4207,0.3121,0.15545,0.0,0.0,0.43289999999999995,0.14640000000000003,0.10860000000000003,0.15664999999999998,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.77,2,57.36,-0.5899999999999963,-1.0285913528591288,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.6926,0.32855,0.1607,0.11125,0.0,0.0,0.3074,0.36405,0.16785,0.04945000000000001,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,54.5,3,55.43,-0.9299999999999997,-1.6777918094894457,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.5488,0.3569,0.14635,0.092,0.0,0.0,0.45120000000000005,0.19189999999999996,0.21055,0.05435000000000001,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,51.69,4,51.68,0.00999999999999801,0.01934984520123454,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.4934,0.2906,0.14685,0.0566,0.0,0.0,0.5065999999999999,0.20279999999999998,0.14375000000000002,0.09025000000000001,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,48.73,5,47.94,0.7899999999999991,1.647893199833123,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.88665,0.58445,0.2767,0.13535,0.0683,0.0,0.11334999999999995,0.3022,0.30775,0.14135,0.06705,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,48.58,6,50.36,-1.7800000000000011,-3.5345512311358243,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.37985,0.23305,0.10515,0.0607,0.0,0.0,0.62015,0.1468,0.1279,0.044449999999999996,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.75,7,44.9,-0.14999999999999858,-0.3340757238307318,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.3935,0.15435,0.08105,0.02295,0.0,0.0,0.6065,0.23915000000000003,0.07329999999999999,0.0581,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.52,8,42.72,-0.19999999999999574,-0.4681647940074807,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.35505,0.1798,0.07405,0.02445,0.0,0.0,0.64495,0.17525,0.10574999999999998,0.049600000000000005,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.17,9,42.47,-0.29999999999999716,-0.7063809748057386,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.3429,0.1839,0.0609,0.01555,0.0,0.0,0.6571,0.15899999999999997,0.123,0.04535,13,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.68,10,41.71,-0.030000000000001137,-0.07192519779429665,2026-07-03T08:22:16.368975+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
