team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
France,I,2184.7810048241463,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.66785,0.35195,0.1503,0.0,0.0,0.0,0.33214999999999995,0.31590000000000007,0.20165,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,70.89,1,70.97,-0.0799999999999983,-0.11272368606453191,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Argentina,J,2205.741574215096,1.0,0.0,0.0,0.0,1.0,1.0,0.7894,0.6004,0.46035,0.32215,0.0,0.0,0.2106,0.18899999999999995,0.14005000000000006,0.1382,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,69.53,2,69.3,0.23000000000000398,0.3318903318903376,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Morocco,C,2076.610806403796,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.33215,0.15245,0.05825,0.0,0.0,0.0,0.66785,0.1797,0.0942,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,59.8,3,59.56,0.23999999999999488,0.40295500335794976,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Norway,I,2012.305247618376,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2771,0.0705,0.03025,0.0,0.0,0.0,0.7229,0.2066,0.040249999999999994,9,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,57.05,4,41.53,15.519999999999996,37.37057548759931,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.61265,0.43145,0.27435,0.13445,0.0,0.0,0.38734999999999997,0.18120000000000003,0.15710000000000002,0.1399,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,57.01,5,57.25,-0.240000000000002,-0.4192139737991301,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.5876,0.43995,0.15695,0.094,0.0,0.0,0.4124,0.14765,0.28300000000000003,0.06295,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,54.32,6,53.38,0.9399999999999977,1.760959160734353,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Colombia,K,2070.714685588958,1.0,0.0,0.0,0.0,1.0,1.0,0.7653,0.25185,0.1283,0.05315,0.0,0.0,0.23470000000000002,0.51345,0.12355000000000002,0.07515,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,53.06,7,52.72,0.3400000000000034,0.6449165402124496,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.4124,0.28295,0.11735,0.06375,0.0,0.0,0.5876,0.12945,0.16559999999999997,0.053599999999999995,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,46.62,8,45.92,0.6999999999999957,1.5243902439024297,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.53835,0.17695,0.0574,0.01405,0.0,0.0,0.46165,0.3614,0.11954999999999999,0.04335,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,45.38,9,45.24,0.14000000000000057,0.30946065428824177,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Brazil,C,2052.315735183412,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18,30.0,14.61,44.61,floor 30.00; record 3-1-1; GD +6; group score 1.00; Elo score 0.98; loss quality 0.84; market signal 0.88; capped below 50.00,True,44.61,10,47.62,-3.009999999999998,-6.320873582528345,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Portugal,K,2055.531279189894,0.0,1.0,0.0,0.0,1.0,1.0,0.38735,0.22965,0.10525,0.03875,0.0,0.0,0.6126499999999999,0.15770000000000003,0.1244,0.0665,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.5,11,44.52,-0.020000000000003126,-0.04492362982929723,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.46165,0.16195,0.0586,0.01615,0.0,0.0,0.53835,0.29969999999999997,0.10335000000000001,0.04245,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,43.59,12,43.57,0.020000000000003126,0.045903144365396206,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Canada,B,1823.9566094388128,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,30.0,10.57,40.57,floor 30.00; record 2-1-2; GD +3; group score 0.75; Elo score 0.90; loss quality 0.36; market signal 0.52; capped below 50.00,True,40.57,13,40.39,0.17999999999999972,0.4456548650656096,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Paraguay,D,1899.2426365931187,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,30.0,10.26,40.26,floor 30.00; record 2-1-2; GD -3; group score 0.45; Elo score 0.94; loss quality 0.85; market signal 0.49; capped below 50.00,True,40.26,14,39.84,0.4199999999999946,1.054216867469866,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Switzerland,B,1993.3526382281264,1.0,0.0,0.0,0.0,1.0,1.0,0.2106,0.1032,0.05165,0.0208,0.0,0.0,0.7894,0.10740000000000001,0.05155,0.030850000000000002,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,37.36,15,37.46,-0.10000000000000142,-0.26695141484250245,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Egypt,G,1896.6969132105075,0.0,1.0,0.0,0.0,1.0,1.0,0.2347,0.04455,0.0149,0.00395,0.0,0.0,0.7653,0.19014999999999999,0.02965,0.01095,13,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,35.87,16,35.94,-0.07000000000000028,-0.19476905954368473,2026-07-05T22:36:24.035290+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
