team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.95715,0.77655,0.50105,0.35455,0.26295,0.0,0.042850000000000055,0.18059999999999998,0.27549999999999997,0.14650000000000002,0.09159999999999996,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,64.17,1,69.87,-5.700000000000003,-8.158007728638903,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.5834,0.42865,0.3109,0.1479,0.0,0.0,0.41659999999999997,0.15475000000000005,0.11774999999999997,0.163,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,57.12,2,50.84,6.279999999999994,12.3524783634933,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.71895,0.3346,0.16965,0.11895,0.0,0.0,0.28105,0.38434999999999997,0.16495,0.050699999999999995,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,55.4,3,68.6,-13.199999999999996,-19.241982507288625,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.55205,0.3564,0.14535,0.09625,0.0,0.0,0.44794999999999996,0.19565000000000005,0.21105,0.049100000000000005,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,51.79,4,53.48,-1.6899999999999977,-3.1600598354525014,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8906,0.63855,0.2947,0.143,0.07335,0.0,0.10940000000000005,0.25205,0.34384999999999993,0.15170000000000003,0.06964999999999999,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,50.27,5,45.83,4.440000000000005,9.687977307440551,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.4697,0.27935,0.14815,0.0586,0.0,0.0,0.5303,0.19035000000000002,0.13119999999999998,0.08955,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,48.08,6,47.83,0.25,0.5226845076311938,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.3761,0.23185,0.1063,0.0659,0.0,0.0,0.6239,0.14425,0.12555,0.040400000000000005,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.74,7,46.26,-1.519999999999996,-3.2857760484219543,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.3956,0.163,0.08405,0.0229,0.0,0.0,0.6044,0.2326,0.07895,0.061149999999999996,9,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.78,8,44.51,-1.7299999999999969,-3.8867670186474883,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.3511,0.1776,0.07785,0.0262,0.0,0.0,0.6489,0.17350000000000002,0.09975,0.05165,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.13,9,47.13,-5.0,-10.608953957139825,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.34905,0.1906,0.06825,0.017,0.0,0.0,0.6509499999999999,0.15845000000000004,0.12234999999999999,0.051250000000000004,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.07,10,41.44,0.6300000000000026,1.5202702702702766,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.37715,0.1432,0.07205,0.01755,0.0,0.0,0.62285,0.23395,0.07114999999999999,0.05450000000000001,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.75,11,46.04,-4.289999999999999,-9.317984361424847,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.2853,0.1245,0.04375,0.01305,0.0,0.0,0.7147,0.1608,0.08075,0.030699999999999998,14,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,39.05,12,40.68,-1.6300000000000026,-4.006882989183881,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.67725,0.24985,0.1435,0.07305,0.0222,0.0,0.32275,0.4274,0.10635,0.07044999999999998,0.050850000000000006,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,34.45,13,35.77,-1.3200000000000003,-3.690243220575902,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.1186,0.02525,0.006,0.00225,0.0,0.0,0.8814,0.09334999999999999,0.019250000000000003,0.0037500000000000003,17,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,33.0,14,34.05,-1.0499999999999972,-3.0837004405286264,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.60615,0.20995,0.08335,0.0343,0.01425,0.0,0.39385000000000003,0.3962,0.1266,0.049049999999999996,0.02005,13,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,30.69,15,28.28,2.41,8.52192362093352,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.5688,0.1248,0.0517,0.01465,0.0044,0.0,0.4312,0.44399999999999995,0.0731,0.03705,0.010249999999999999,15,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,27.35,16,30.47,-3.1199999999999974,-10.239579914670161,2026-07-02T21:49:02.925820+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
