team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.9574,0.7768,0.4989,0.35115,0.2644,0.0,0.04259999999999997,0.18059999999999998,0.27790000000000004,0.14775,0.08675,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,64.11,1,70.21,-6.099999999999994,-8.68822105113231,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.7211,0.34255,0.1756,0.1249,0.0,0.0,0.27890000000000004,0.37854999999999994,0.16695000000000002,0.05070000000000001,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,55.78,2,68.86,-13.079999999999998,-18.995062445541677,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.7752,0.57895,0.4301,0.3086,0.14565,0.0,0.2248,0.19625000000000004,0.14884999999999998,0.1215,0.16294999999999998,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,53.62,3,51.23,2.3900000000000006,4.6652352137419495,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.55605,0.36125,0.1494,0.09615,0.0,0.0,0.44394999999999996,0.19480000000000003,0.21185,0.053250000000000006,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,52.03,4,53.6,-1.5700000000000003,-2.929104477611941,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8864,0.63445,0.30005,0.1421,0.07355,0.0,0.11360000000000003,0.25195,0.3344,0.15794999999999998,0.06855,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,50.22,5,45.83,4.390000000000001,9.578878463888284,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.47815,0.28715,0.1546,0.06105,0.0,0.0,0.5218499999999999,0.191,0.13255000000000003,0.09355,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,48.54,6,48.07,0.46999999999999886,0.9777407946744308,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.37915,0.225,0.1016,0.06315,0.0,0.0,0.62085,0.15414999999999998,0.12340000000000001,0.03845,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.55,7,45.89,-1.3400000000000034,-2.920026149487913,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.3511,0.17855,0.08195,0.02775,0.0,0.0,0.6489,0.17255000000000004,0.09659999999999999,0.0542,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.24,8,47.11,-4.869999999999997,-10.337507960093394,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.5279499716157,1.0,0.0,0.0,0.0,1.0,1.0,0.3843,0.15085,0.07695,0.0195,0.0,0.0,0.6157,0.23344999999999996,0.07390000000000001,0.05745,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.15,9,30.97,11.18,36.09945108169196,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.3448,0.18325,0.06505,0.01545,0.0,0.0,0.6552,0.16155,0.1182,0.0496,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.77,10,41.31,0.46000000000000085,1.1135318324860828,2026-07-01T23:59:47.165021+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
