team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2205.741574215096,1.0,0.0,0.0,0.0,1.0,1.0,0.77005,0.5005,0.36885,0.27245,0.0,0.0,0.22995,0.26955000000000007,0.13164999999999993,0.09639999999999999,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,65.03,1,69.06,-4.030000000000001,-5.835505357660007,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2184.7810048241463,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.32955,0.15745,0.1085,0.0,0.0,0.0,0.67045,0.1721,0.04895000000000001,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,60.58,2,65.27,-4.689999999999998,-7.185537000153206,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.5746,0.4251,0.3041,0.1489,0.0,0.0,0.4254,0.14950000000000002,0.121,0.15519999999999998,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.79,3,57.21,-0.4200000000000017,-0.734137388568435,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2076.610806403796,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2183,0.1084,0.04275,0.0,0.0,0.0,0.7817000000000001,0.1099,0.06564999999999999,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.63,4,61.63,-5.0,-8.112932013629726,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.5509,0.3536,0.13915,0.0875,0.0,0.0,0.44910000000000005,0.19729999999999992,0.21445000000000003,0.05165,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,51.49,5,53.39,-1.8999999999999986,-3.558718861209962,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2070.714685588958,1.0,0.0,0.0,0.0,1.0,1.0,0.5937,0.2841,0.13455,0.06535,0.0,0.0,0.4063,0.3096,0.14955000000000002,0.0692,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,50.55,6,53.03,-2.480000000000004,-4.676598151989447,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.51195,0.3,0.15285,0.0587,0.0,0.0,0.48805,0.21195000000000003,0.14714999999999998,0.09415000000000001,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,49.41,7,47.91,1.5,3.130870381966187,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.381,0.2333,0.0993,0.0591,0.0,0.0,0.619,0.1477,0.134,0.0402,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.66,8,45.91,-1.25,-2.7227183620126336,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.40055,0.15545,0.07915,0.02175,0.0,0.0,0.59945,0.2451,0.0763,0.0574,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.63,9,43.63,-1.0,-2.2920009168003666,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.3741,0.135,0.06435,0.01545,0.0,0.0,0.6259,0.23909999999999998,0.07065,0.048900000000000006,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.38,10,45.2,-3.8200000000000003,-8.451327433628318,2026-07-04T23:19:38.162412+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
