team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.95705,0.7816,0.50295,0.3984,0.28445,0.0,0.042950000000000044,0.17545,0.27864999999999995,0.10455000000000003,0.11395,1,65.29,1,69.69,-4.3999999999999915,-6.313674845745432,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2162.8624284479024,1.0,0.0,0.0,0.0,1.0,0.81685,0.68155,0.4408,0.25365,0.12215,0.0,0.18315000000000003,0.13529999999999998,0.24074999999999996,0.18715000000000004,0.1315,3,55.34,2,52.46,2.8800000000000026,5.489897064430046,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.7773,0.57995,0.43015,0.2898,0.15075,0.0,0.2227,0.19735000000000003,0.1498,0.14034999999999997,0.13905,2,53.47,3,52.26,1.2100000000000009,2.315346345197093,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.88775,0.62865,0.2919,0.15745,0.0792,0.0,0.11224999999999996,0.2591,0.33675000000000005,0.13445,0.07825,5,50.28,4,46.42,3.8599999999999994,8.31538130116329,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.83285,0.56605,0.3742,0.1477,0.08885,0.0,0.16715000000000002,0.2667999999999999,0.19185000000000008,0.22649999999999998,0.05885,4,49.85,5,47.72,2.1300000000000026,4.4635373009220505,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.44855,0.23335,0.1039,0.05965,0.0,0.0,0.55145,0.2152,0.12945,0.044250000000000005,6,46.09,6,55.64,-9.549999999999997,-17.163910855499637,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.28815,0.10425,0.03985,0.01265,0.0,0.0,0.71185,0.1839,0.0644,0.027199999999999995,13,38.64,7,43.22,-4.579999999999998,-10.596945858398886,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,1988.196208319044,1.0,0.0,0.0,0.0,1.0,0.67135,0.2916,0.17665,0.061,0.0328,0.0,0.32865,0.37975,0.11495000000000002,0.11565,0.028199999999999996,7,35.84,8,33.56,2.280000000000001,6.793802145411207,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.69485,0.33775,0.12685,0.05175,0.01225,0.0,0.30515000000000003,0.3571,0.2109,0.0751,0.03949999999999999,14,35.67,9,42.34,-6.670000000000002,-15.75342465753425,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Netherlands,F,2032.8108614565144,1.0,0.0,0.0,0.0,1.0,0.5044,0.3507,0.19525,0.08395,0.0261,0.0,0.49560000000000004,0.15369999999999995,0.15545,0.11130000000000001,0.05785,8,35.14,10,29.02,6.120000000000001,21.08890420399725,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.67705,0.24585,0.15115,0.0724,0.0258,0.0,0.32294999999999996,0.4312,0.0947,0.07875,0.0466,9,34.57,11,36.22,-1.6499999999999986,-4.555494202098284,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1951.2558569055784,0.0,1.0,0.0,0.0,1.0,0.6863,0.32175,0.0969,0.0266,0.0121,0.0,0.3137,0.36455000000000004,0.22485,0.0703,0.014499999999999999,15,34.25,12,35.22,-0.9699999999999989,-2.7541169789892077,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.55635,0.3412,0.13365,0.05915,0.01625,0.0,0.44365,0.21515,0.20755,0.07449999999999998,0.0429,11,33.97,13,31.17,2.799999999999997,8.982996470965663,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.1128,0.0403,0.01175,0.00235,0.0,0.0,0.8872,0.0725,0.028550000000000002,0.0094,22,33.27,14,23.98,9.290000000000003,38.74061718098416,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2009.053663917143,0.0,1.0,0.0,0.0,1.0,0.4956,0.30385,0.13505,0.0601,0.0215,0.0,0.5044,0.19174999999999998,0.1688,0.07495,0.0386,10,32.44,15,26.68,5.759999999999998,21.589205397301342,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.5785,0.20515,0.079,0.03765,0.01555,0.0,0.4215,0.37335,0.12614999999999998,0.04135,0.0221,12,30.16,16,28.11,2.0500000000000007,7.292778370686591,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.44995,0.20815,0.07385,0.0257,0.00815,0.0,0.5500499999999999,0.24180000000000001,0.1343,0.04815,0.017550000000000003,16,27.9,17,24.82,3.0799999999999983,12.409347300564054,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.5771,0.12585,0.0522,0.0151,0.0043,0.0,0.42290000000000005,0.45124999999999993,0.07365,0.0371,0.0108,17,27.51,18,30.44,-2.9299999999999997,-9.625492772667542,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.40955,0.1547,0.0447,0.01485,0.00395,0.0,0.5904499999999999,0.25485,0.11000000000000001,0.029849999999999995,0.0109,18,25.41,19,27.46,-2.0500000000000007,-7.465404224326295,2026-06-29T23:45:39.211342+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
