team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.959,0.77935,0.5001,0.3957,0.28655,0.0,0.041000000000000036,0.17964999999999998,0.27925,0.10439999999999999,0.10914999999999997,1,65.21,1,70.04,-4.8300000000000125,-6.896059394631656,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2162.8624284479024,1.0,0.0,0.0,0.0,1.0,0.8235,0.6344,0.4137,0.2415,0.118,0.0,0.1765,0.18910000000000005,0.22069999999999995,0.17220000000000002,0.1235,3,53.71,2,52.42,1.2899999999999991,2.460892789011826,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.7699,0.56855,0.4214,0.2861,0.14675,0.0,0.23009999999999997,0.20135000000000003,0.14715,0.13529999999999998,0.13935000000000003,2,52.84,3,52.4,0.44000000000000483,0.8396946564885589,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.8385,0.5728,0.4016,0.16175,0.0946,0.0,0.16149999999999998,0.26570000000000005,0.17119999999999996,0.23985,0.06715,4,50.91,4,47.56,3.3499999999999943,7.04373423044574,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8857,0.6268,0.2893,0.1643,0.0833,0.0,0.11429999999999996,0.2589,0.3375,0.125,0.081,5,50.32,5,46.02,4.299999999999997,9.343763581051709,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.27425,0.0937,0.0329,0.00975,0.0,0.0,0.72575,0.18055,0.06080000000000001,0.023149999999999997,16,38.0,6,34.59,3.4099999999999966,9.858340560855728,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2070.1231402790586,1.0,0.0,0.0,0.0,1.0,0.6047,0.3766,0.1807,0.0745,0.04765,0.0,0.3953,0.22810000000000002,0.1959,0.1062,0.02685,6,37.05,7,38.72,-1.6700000000000017,-4.313016528925624,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Germany,E,1979.200396172908,1.0,0.0,0.0,0.0,1.0,0.80965,0.2675,0.13265,0.05115,0.0152,0.0,0.19035000000000002,0.5421499999999999,0.13485000000000003,0.08149999999999999,0.03595,13,36.14,8,40.1,-3.960000000000001,-9.875311720698257,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.6996,0.34125,0.13375,0.05695,0.0139,0.0,0.3004,0.35835,0.2075,0.07680000000000001,0.043050000000000005,14,36.06,9,42.68,-6.619999999999997,-15.510777881911897,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,1988.196208319044,1.0,0.0,0.0,0.0,1.0,0.6766,0.2895,0.1793,0.06055,0.03255,0.0,0.3234,0.3871,0.11019999999999999,0.11875,0.027999999999999997,7,35.92,10,33.44,2.480000000000004,7.416267942583745,2026-06-28T21:42:00.304777+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
