team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.9454,0.8111,0.6185,0.46155,0.3203,0.0,0.05459999999999998,0.13429999999999997,0.1926,0.15695000000000003,0.14125000000000004,1,69.5,1,69.09,0.4099999999999966,0.5934288609060596,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.8676,0.67005,0.37175,0.1711,0.0,0.0,0.13239999999999996,0.19755,0.2983,0.20065000000000002,2,68.9,2,56.02,12.880000000000003,22.99178864691182,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.76905,0.54715,0.41135,0.26955,0.13295,0.0,0.23095,0.2219,0.13580000000000003,0.14179999999999998,0.1366,3,51.74,3,52.42,-0.6799999999999997,-1.29721480351011,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.5386,0.3463,0.1432,0.08315,0.0,0.0,0.46140000000000003,0.19229999999999997,0.2031,0.06004999999999999,4,51.09,4,49.88,1.2100000000000009,2.4258219727345645,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.55005,0.258,0.10635,0.05805,0.0,0.0,0.44994999999999996,0.29205000000000003,0.15165,0.0483,6,48.63,5,53.56,-4.93,-9.204630321135175,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.5936,0.18135,0.0801,0.02525,0.0,0.0,0.4064,0.41225,0.10125,0.05485,9,47.08,6,37.72,9.36,24.81442205726405,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8888,0.5703,0.20505,0.097,0.0466,0.0,0.11119999999999997,0.3185,0.36525,0.10805000000000001,0.0504,7,45.99,7,45.99,0.0,0.0,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.8353,0.4345,0.28305,0.10885,0.0637,0.0,0.16469999999999996,0.40080000000000005,0.15144999999999997,0.17420000000000002,0.045149999999999996,5,44.47,8,43.62,0.8500000000000014,1.948647409445212,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.8089,0.4996,0.1849,0.06655,0.0135,0.0,0.19110000000000005,0.30929999999999996,0.3147,0.11835000000000001,0.05305,10,42.02,9,42.51,-0.4899999999999949,-1.1526699600093975,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.44995,0.10755,0.02565,0.0106,0.0,0.0,0.5500499999999999,0.34240000000000004,0.0819,0.01505,12,41.69,10,45.56,-3.8700000000000045,-8.494293239683943,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.4064,0.09825,0.03575,0.00915,0.0,0.0,0.5936,0.30815,0.0625,0.0266,14,40.77,11,45.23,-4.459999999999994,-9.860711916869322,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.6729,0.28185,0.1725,0.07695,0.02535,0.0,0.32709999999999995,0.39105000000000006,0.10935,0.09554999999999998,0.05160000000000001,8,35.72,12,36.15,-0.4299999999999997,-1.1894882434301515,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.1324,0.05035,0.01485,0.00285,0.0,0.0,0.8676,0.08204999999999998,0.0355,0.012,18,33.92,13,43.62,-9.699999999999996,-22.237505731315903,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.53935,0.2575,0.1006,0.0429,0.011,0.0,0.46065,0.28185,0.1569,0.057699999999999994,0.0319,11,31.06,14,31.3,-0.240000000000002,-0.7667731629393034,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.58005,0.24935,0.0684,0.0192,0.0054,0.0,0.41995000000000005,0.3307,0.18095,0.04920000000000001,0.013799999999999998,15,30.42,15,30.27,0.15000000000000213,0.4955401387512459,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.63015,0.10975,0.0535,0.0251,0.00945,0.0,0.36985,0.5204,0.05625,0.028399999999999998,0.01565,13,28.24,16,28.17,0.06999999999999673,0.24849130280439022,2026-07-01T09:23:27.112937+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
