team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2205.741574215096,1.0,0.0,0.0,0.0,1.0,1.0,0.77,0.50145,0.3698,0.2788,0.0,0.0,0.22999999999999998,0.26855000000000007,0.13164999999999993,0.09100000000000003,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,65.16,1,69.3,-4.140000000000001,-5.974025974025975,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2184.7810048241463,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.32775,0.1561,0.1045,0.0,0.0,0.0,0.67225,0.17165,0.05159999999999999,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,60.46,2,70.97,-10.509999999999998,-14.809074256728191,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2076.610806403796,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22915,0.1171,0.04565,0.0,0.0,0.0,0.77085,0.11205,0.07144999999999999,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,57.02,3,59.56,-2.539999999999999,-4.264607118871725,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.56915,0.4252,0.3139,0.1548,0.0,0.0,0.43084999999999996,0.14395000000000002,0.11130000000000001,0.15910000000000002,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,56.92,4,57.25,-0.3299999999999983,-0.5764192139737961,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,2012.3052476183757,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.21725,0.08,0.02055,0.0,0.0,0.0,0.7827500000000001,0.13724999999999998,0.05945,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,55.85,5,41.53,14.32,34.481098001444735,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.5451,0.34805,0.14055,0.08545,0.0,0.0,0.45489999999999997,0.19705,0.20750000000000002,0.05510000000000001,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,51.25,6,53.38,-2.1300000000000026,-3.9902585237916868,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2070.714685588958,1.0,0.0,0.0,0.0,1.0,1.0,0.5865,0.2826,0.1314,0.065,0.0,0.0,0.4135,0.3039,0.15120000000000003,0.06639999999999999,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,50.33,7,52.72,-2.3900000000000006,-4.533383915022763,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.3855,0.2363,0.10535,0.0648,0.0,0.0,0.6145,0.1492,0.13095,0.04055,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,44.99,8,45.92,-0.9299999999999997,-2.025261324041811,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2052.3157351834116,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,30.0,14.61,44.61,floor 30.00; record 3-1-1; GD +6; group score 1.00; Elo score 0.98; loss quality 0.84; market signal 0.88; capped below 50.00,True,44.61,9,47.62,-3.009999999999998,-6.320873582528345,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Belgium,G,1965.527949971616,1.0,0.0,0.0,0.0,1.0,1.0,0.3943,0.1552,0.081,0.02275,0.0,0.0,0.6057,0.23909999999999998,0.0742,0.05825,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,42.55,10,43.57,-1.0200000000000031,-2.3410603626348476,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.37525,0.1355,0.065,0.0169,0.0,0.0,0.62475,0.23974999999999996,0.07050000000000001,0.048100000000000004,12,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,41.44,11,45.24,-3.8000000000000043,-8.399646330680824,2026-07-05T22:36:15.509178+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
