team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,generated_at_utc,model_version,bracket_mode,previous_price,price_change,price_change_percent
Norway,I,1951.2558569055784,0.0,1.0,0.0,0.0,1.0,0.6819,0.33475,0.09585,0.02515,0.011,0.0,0.3181,0.3471499999999999,0.2389,0.0707,0.01415,15,34.38,11,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,34.36,0.020000000000003126,0.058207217695003276
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.564,0.3487,0.13405,0.0624,0.0163,0.0,0.436,0.2152999999999999,0.21465,0.07165,0.0461,12,34.3,12,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,33.33,0.9699999999999989,2.910291029102907
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.65615,0.30765,0.11525,0.04625,0.011,0.0,0.34385,0.3485,0.1923999999999999,0.069,0.03525,14,34.16,13,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,35.88,-1.720000000000006,-4.793756967670028
Canada,B,1845.195587017116,0.0,1.0,0.0,0.0,1.0,0.6679,0.24595,0.0804,0.02775,0.0083,0.0,0.3320999999999999,0.42195,0.16555,0.05265,0.01945,18,32.09,14,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,32.21,-0.11999999999999744,-0.37255510710958534
Morocco,C,2009.053663917143,0.0,1.0,0.0,0.0,1.0,0.44,0.2768,0.12165,0.051,0.0186,0.0,0.56,0.1632,0.15515,0.0706499999999999,0.0324,10,30.61,15,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,31.0,-0.39000000000000057,-1.258064516129034
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.58475,0.2118,0.08195,0.039,0.0166,0.0,0.41525,0.37295,0.12985,0.0429499999999999,0.0224,11,30.48,16,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,30.3,0.17999999999999972,0.5940594059405931
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.47825,0.23165,0.0802,0.02835,0.00885,0.0,0.5217499999999999,0.2466,0.15145,0.0518499999999999,0.0195,17,28.97,17,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,27.64,1.3299999999999983,4.811866859623727
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.57515,0.13415,0.0592,0.0189,0.006,0.0,0.4248499999999999,0.441,0.0749499999999999,0.0403,0.0129,19,27.87,18,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,26.85,1.0199999999999996,3.798882681564244
Japan,F,1977.122980194832,0.0,1.0,0.0,0.0,1.0,0.3976,0.21545,0.0739,0.02575,0.00995,0.0,0.6024,0.18215,0.14155,0.04815,0.0157999999999999,16,27.29,19,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,27.43,-0.14000000000000057,-0.5103900838498016
Algeria,J,1866.7359487939243,0.0,0.0,1.0,1.0,1.0,0.38395,0.152,0.03425,0.0097,0.0023,0.0,0.61605,0.23195,0.11775,0.02455,0.0074,23,24.66,20,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,14.52,10.14,69.83471074380165
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.3799,0.13895,0.037,0.0112,0.00245,0.0,0.6201,0.24095,0.1019499999999999,0.0257999999999999,0.00875,22,24.42,21,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,23.69,0.7300000000000004,3.08146897425074
Egypt,G,1844.9786783751013,0.0,1.0,0.0,0.0,1.0,0.42485,0.08365,0.0306,0.0083,0.00205,0.0,0.57515,0.3412,0.05305,0.0223,0.00625,25,23.81,22,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,23.05,0.759999999999998,3.297180043383939
Croatia,L,1949.799831445564,0.0,1.0,0.0,0.0,1.0,0.32335,0.0835,0.03835,0.0127,0.00385,0.0,0.67665,0.23985,0.04515,0.02565,0.00885,20,22.54,23,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.3,0.23999999999999844,1.0762331838564951
South Africa,A,1707.8846119214518,0.0,1.0,0.0,0.0,1.0,0.3321,0.08245,0.0117,0.00205,0.0004,0.0,0.6678999999999999,0.24965,0.07075,0.00965,0.00165,29,21.9,24,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,21.51,0.389999999999997,1.8131101813110042
Ivory Coast,E,1844.808848266383,0.0,1.0,0.0,0.0,1.0,0.3181,0.0763,0.02005,0.0046,0.0014,0.0,0.6819,0.2418,0.05625,0.0154499999999999,0.0031999999999999,26,21.79,25,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,21.65,0.14000000000000057,0.6466512702078548
Austria,J,1882.751029608591,0.0,1.0,0.0,0.0,1.0,0.2289,0.08965,0.03635,0.0123,0.0022,0.0,0.7711,0.1392499999999999,0.0532999999999999,0.02405,0.0101,24,21.17,26,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.87,2.3000000000000007,12.188659247482779
Paraguay,D,1870.9577224424152,0.0,0.0,1.0,1.0,1.0,0.22285,0.07575,0.0306,0.0096,0.0027,0.0,0.77715,0.1471,0.0451499999999999,0.0209999999999999,0.0068999999999999,21,20.65,27,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,21.32,-0.6700000000000017,-3.1425891181988823
Sweden,F,1792.766655918093,0.0,0.0,1.0,1.0,1.0,0.2607,0.05555,0.01185,0.00205,0.0004,0.0,0.7393000000000001,0.20515,0.0437,0.0098,0.00165,28,20.3,28,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,20.31,-0.00999999999999801,-0.049236829148193065
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.16585,0.0416,0.0123,0.00265,0.00045,0.0,0.83415,0.12425,0.0293,0.00965,0.0022,27,18.61,29,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,9.33,9.28,99.46409431939978
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.152,0.02505,0.00275,0.00045,5e-05,0.0,0.848,0.12695,0.0223,0.0023,0.0003999999999999,31,17.84,30,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.3,-0.46000000000000085,-2.513661202185797
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.1122,0.02375,0.0022,0.0002,0.0,0.0,0.8878,0.08845,0.02155,0.002,0.0002,32,17.21,31,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,17.37,-0.16000000000000014,-0.9211283822682794
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.0519,0.0173,0.00355,0.00035,0.0001,0.0,0.9481,0.0346,0.0137499999999999,0.0032,0.00025,30,16.2,32,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.99,0.20999999999999908,1.3133208255159416
Curaçao,E,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,5.0,33,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Czechia,A,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,5.0,34,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Haiti,C,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,5.0,35,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,36,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.57,-17.57,-77.84669915817457
Iraq,I,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37,5.0,37,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Jordan,J,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5.0,38,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
New Zealand,G,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39,5.0,39,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Panama,L,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40,5.0,40,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Qatar,B,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,5.0,41,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Saudi Arabia,H,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42,5.0,42,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,43,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,44,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,12.4,-7.4,-59.677419354838705
Tunisia,F,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,5.0,45,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Turkey,D,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,5.0,46,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,47,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uzbekistan,K,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,5.0,48,2026-06-28 07:56:49.455572+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
