team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,generated_at_utc,model_version,bracket_mode,previous_price,price_change,price_change_percent
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.6781,0.2505,0.15545,0.07795,0.0281,0.0,0.3218999999999999,0.4276,0.09505,0.0775,0.04985,8,34.88,11,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,36.26,-1.3799999999999955,-3.8058466629895076
Norway,I,1951.2558569055784,0.0,1.0,0.0,0.0,1.0,0.68555,0.3445,0.10345,0.02725,0.01075,0.0,0.31445,0.34105,0.24105,0.0762,0.0165,16,34.81,12,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,36.14,-1.3299999999999983,-3.6801328168234595
Netherlands,F,2032.8108614565144,1.0,0.0,0.0,0.0,1.0,0.50945,0.34525,0.178,0.076,0.02415,0.0,0.49055,0.1641999999999999,0.16725,0.102,0.0518499999999999,9,34.61,13,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,28.96,5.649999999999999,19.509668508287287
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.55165,0.3356,0.13035,0.05595,0.0158,0.0,0.44835,0.2160499999999999,0.20525,0.0744,0.04015,11,33.67,14,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,31.36,2.3100000000000023,7.366071428571436
Morocco,C,2009.053663917143,0.0,1.0,0.0,0.0,1.0,0.49055,0.3015,0.12755,0.05435,0.01765,0.0,0.50945,0.18905,0.17395,0.0731999999999999,0.0367,10,32.02,15,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,26.75,5.270000000000003,19.700934579439267
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.5783,0.19895,0.0777,0.03665,0.0153,0.0,0.4216999999999999,0.3793500000000001,0.1212499999999999,0.04105,0.02135,12,29.99,16,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,28.27,1.7199999999999989,6.084188185355496
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.4546,0.21095,0.0727,0.02695,0.00965,0.0,0.5454,0.24365,0.1382499999999999,0.04575,0.0173,17,28.04,17,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,25.02,3.0199999999999996,12.070343725019981
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.5774,0.12585,0.05165,0.0168,0.00435,0.0,0.4226,0.45155,0.0741999999999999,0.03485,0.01245,19,27.53,18,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,30.4,-2.8699999999999974,-9.440789473684204
Japan,F,1977.122980194832,0.0,1.0,0.0,0.0,1.0,0.39535,0.2006,0.06945,0.02135,0.00845,0.0,0.60465,0.1947499999999999,0.13115,0.0481,0.0129,18,26.78,19,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,28.54,-1.759999999999998,-6.166783461807982
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.4023,0.1462,0.042,0.0126,0.00335,0.0,0.5977,0.2561,0.1041999999999999,0.0294,0.00925,20,25.04,20,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,27.23,-2.1900000000000013,-8.042600073448407
Algeria,J,1866.7359487939243,0.0,0.0,1.0,1.0,1.0,0.39985,0.145,0.0364,0.00995,0.00205,0.0,0.60015,0.25485,0.1085999999999999,0.02645,0.0079,25,24.81,21,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.32,2.4899999999999984,11.155913978494615
Egypt,G,1844.9786783751013,0.0,1.0,0.0,0.0,1.0,0.4226,0.08285,0.03015,0.008,0.0025,0.0,0.5774,0.33975,0.0527,0.02215,0.0055,23,23.76,22,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,25.1,-1.3399999999999999,-5.338645418326693
Croatia,L,1949.799831445564,0.0,1.0,0.0,0.0,1.0,0.3219,0.08165,0.0367,0.0126,0.00305,0.0,0.6780999999999999,0.24025,0.04495,0.0241,0.00955,21,22.43,23,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.96,-0.5300000000000011,-2.308362369337984
Ivory Coast,E,1844.808848266383,0.0,1.0,0.0,0.0,1.0,0.31445,0.0709,0.0185,0.004,0.00085,0.0,0.68555,0.24355,0.0524,0.0144999999999999,0.00315,26,21.58,24,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,22.04,-0.46000000000000085,-2.087114337568062
Austria,J,1882.751029608591,0.0,1.0,0.0,0.0,1.0,0.2278,0.09,0.0361,0.01205,0.003,0.0,0.7722,0.1378,0.0538999999999999,0.02405,0.0090499999999999,22,21.16,25,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,20.92,0.23999999999999844,1.1472275334607955
Paraguay,D,1870.9577224424152,0.0,0.0,1.0,1.0,1.0,0.2235,0.0778,0.03055,0.00975,0.0021,0.0,0.7765,0.1457,0.0472499999999999,0.0208,0.00765,24,20.7,26,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,24.39,-3.6900000000000013,-15.129151291512919
Sweden,F,1792.766655918093,0.0,0.0,1.0,1.0,1.0,0.2464,0.0517,0.01095,0.0017,0.00035,0.0,0.7536,0.1947,0.04075,0.00925,0.0013499999999999,28,19.98,27,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,16.75,3.2300000000000004,19.283582089552244
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.1636,0.0436,0.0099,0.00215,0.0005,0.0,0.8364,0.12,0.0337,0.00775,0.00165,27,18.56,28,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.43,0.129999999999999,0.7053716766142105
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.13585,0.02295,0.00305,0.00025,5e-05,0.0,0.86415,0.1129,0.0199,0.0028,0.0002,30,17.56,29,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,18.68,-1.120000000000001,-5.995717344753753
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.11325,0.02555,0.00225,0.0002,0.0001,0.0,0.88675,0.0877,0.0233,0.0020499999999999,0.0001,29,17.26,30,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,17.3,-0.03999999999999915,-0.231213872832365
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.04365,0.01415,0.003,0.00025,0.0,0.0,0.95635,0.0295,0.01115,0.00275,0.00025,31,16.0,31,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,16.1,-0.10000000000000142,-0.621118012422369
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,15.0,32,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,15.0,0.0,0.0
Curaçao,E,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,5.0,33,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Czechia,A,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,5.0,34,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Haiti,C,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,5.0,35,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iran,G,1873.4078788308684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36,5.0,36,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Iraq,I,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37,5.0,37,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Jordan,J,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5.0,38,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
New Zealand,G,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39,5.0,39,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Panama,L,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40,5.0,40,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Qatar,B,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,5.0,41,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Saudi Arabia,H,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42,5.0,42,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Scotland,C,1800.6524904944006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,5.0,43,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
South Korea,A,1825.9460475707715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,5.0,44,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Tunisia,F,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45,5.0,45,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Turkey,D,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46,5.0,46,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uruguay,H,1907.5228774752184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,5.0,47,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
Uzbekistan,K,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,5.0,48,2026-06-29 14:56:45.571651+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment,5.0,0.0,0.0
