team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,previous_price,price_change,price_change_percent,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.95755,0.77775,0.49175,0.3851,0.27635,0.0,0.04244999999999999,0.17979999999999996,0.28600000000000003,0.10665000000000002,0.10875000000000001,1,64.68,1,69.92,-5.239999999999995,-7.494279176201366,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
France,I,2162.8624284479024,1.0,0.0,0.0,0.0,1.0,0.7859,0.6727,0.4566,0.2659,0.12745,0.0,0.21409999999999996,0.11320000000000008,0.21609999999999996,0.19069999999999998,0.13845000000000002,3,55.27,2,53.19,2.0800000000000054,3.91050949426585,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.76895,0.574,0.4239,0.28395,0.14685,0.0,0.23104999999999998,0.19495000000000007,0.15009999999999996,0.13995000000000002,0.13709999999999997,2,52.95,3,52.54,0.4100000000000037,0.7803578226113508,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8881,0.63455,0.3011,0.1645,0.08215,0.0,0.1119,0.25355000000000005,0.33344999999999997,0.13659999999999997,0.08235,5,50.73,4,46.11,4.619999999999997,10.01951854261548,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.83445,0.57075,0.3797,0.15,0.0902,0.0,0.16554999999999997,0.26370000000000005,0.19105,0.2297,0.05979999999999999,4,50.13,5,47.45,2.6799999999999997,5.648050579557428,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.4485,0.22835,0.1041,0.063,0.0,0.0,0.5515,0.22015,0.12425,0.0411,6,46.04,6,57.21,-11.170000000000002,-19.52455864359378,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.3999,0.20055,0.0938,0.0347,0.0,0.0,0.6001000000000001,0.19934999999999997,0.10675000000000001,0.05909999999999999,8,43.94,7,40.39,3.549999999999997,8.789304283238419,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.30245,0.11265,0.04355,0.01315,0.0,0.0,0.69755,0.1898,0.0691,0.030399999999999996,13,39.15,8,45.2,-6.050000000000004,-13.384955752212399,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Norway,I,1972.3416727175343,0.0,1.0,0.0,0.0,1.0,1.0,0.32135,0.10195,0.02785,0.01265,0.0,0.0,0.67865,0.21940000000000004,0.0741,0.0152,14,39.07,9,35.25,3.8200000000000003,10.836879432624114,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
Mexico,A,1988.196208319044,1.0,0.0,0.0,0.0,1.0,0.6773,0.29255,0.17735,0.06305,0.03475,0.0,0.3227,0.38475000000000004,0.11519999999999997,0.11430000000000001,0.028299999999999992,7,36.02,10,33.55,2.470000000000006,7.362146050670659,2026-06-30T19:08:42.793067+00:00,phase9b_adaptive_prediction_v1,provisional_constraint_assignment
