event_id,team,group,model_version,bracket_mode,price_before,price_after,price_change,price_change_percent,elo_before,elo_after,elo_change,round_32_probability_before,round_32_probability_after,round_32_probability_change,champion_probability_before,champion_probability_after,champion_probability_change,snapshot_id,trigger_match_ids,trigger_matches,attribution_scope,movement_type,before_source,individual_match_attribution_available,relationship_to_event
publication:2026-06-30T19:08:53.310903+00:00,Switzerland,B,phase6_knockout_progression_v1,official_api_locked_knockout_progression,28.23,28.33,0.09999999999999787,0.354233085370166,1960.1708214308785,1960.1708214308785,0.0,1.0,1.0,0.0,0.01105,0.01165,0.0005999999999999998,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Senegal,I,phase6_knockout_progression_v1,official_api_locked_knockout_progression,27.22,27.35,0.13000000000000256,0.477590007347548,1887.6598391694629,1887.6598391694629,0.0,1.0,1.0,0.0,0.0032,0.0036,0.00039999999999999975,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Egypt,G,phase6_knockout_progression_v1,official_api_locked_knockout_progression,25.13,25.0,-0.129999999999999,-0.5173099880620733,1844.9786783751013,1844.9786783751013,0.0,1.0,1.0,0.0,0.0018,0.0019,0.00010000000000000005,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Ecuador,E,phase6_knockout_progression_v1,official_api_locked_knockout_progression,24.86,24.95,0.08999999999999986,0.3620273531777951,1962.734471394788,1962.734471394788,0.0,1.0,1.0,0.0,0.0052,0.0057,0.0005000000000000004,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Croatia,L,phase6_knockout_progression_v1,official_api_locked_knockout_progression,22.64,22.54,-0.10000000000000142,-0.4416961130742112,1949.799831445564,1949.799831445564,0.0,1.0,1.0,0.0,0.0036,0.0031,-0.0005,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Algeria,J,phase6_knockout_progression_v1,official_api_locked_knockout_progression,22.31,22.19,-0.11999999999999744,-0.5378753922007954,1866.7359487939243,1866.7359487939243,0.0,1.0,1.0,0.0,0.00145,0.00105,-0.00039999999999999996,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Austria,J,phase6_knockout_progression_v1,official_api_locked_knockout_progression,20.94,20.86,-0.08000000000000185,-0.38204393505253986,1882.751029608591,1882.751029608591,0.0,1.0,1.0,0.0,0.00255,0.0021,-0.0004500000000000003,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Bosnia-Herzegovina,B,phase6_knockout_progression_v1,official_api_locked_knockout_progression,18.72,18.74,0.019999999999999574,0.10683760683760457,1675.5395580180304,1675.5395580180304,0.0,1.0,1.0,0.0,0.0,0.0001,0.0001,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Congo DR,K,phase6_knockout_progression_v1,official_api_locked_knockout_progression,18.47,18.43,-0.03999999999999915,-0.2165674066053013,1804.191206108781,1804.191206108781,0.0,1.0,1.0,0.0,0.0002,0.0006,0.00039999999999999996,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Ghana,L,phase6_knockout_progression_v1,official_api_locked_knockout_progression,17.2,17.29,0.08999999999999986,0.5232558139534875,1679.3049260273535,1679.3049260273535,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Sweden,F,phase6_knockout_progression_v1,official_api_locked_knockout_progression,16.67,16.71,0.03999999999999915,0.23995200959807525,1792.766655918093,1792.766655918093,0.0,1.0,1.0,0.0,5e-05,0.00015,9.999999999999999e-05,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Cape Verde Islands,H,phase6_knockout_progression_v1,official_api_locked_knockout_progression,16.01,15.99,-0.02000000000000135,-0.1249219237976349,1692.993244822014,1692.993244822014,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Germany,E,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,15.0,0.0,0.0,1940.1450694794064,1940.1450694794064,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,South Africa,A,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,15.0,0.0,0.0,1693.614617167326,1693.614617167326,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Netherlands,F,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,15.0,0.0,0.0,2000.7626913022912,2000.7626913022912,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Japan,F,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,15.0,0.0,0.0,1954.9668103896377,1954.9668103896377,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Ivory Coast,E,phase6_knockout_progression_v1,official_api_locked_knockout_progression,21.8,15.0,-6.800000000000001,-31.19266055045872,1844.808848266383,1823.723032454427,-21.085815811955854,1.0,1.0,0.0,0.00165,0.0,-0.00165,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Iran,G,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1873.4078788308684,1873.4078788308684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Haiti,C,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1657.7903422759043,1657.7903422759043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Czechia,A,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1731.2587132929823,1731.2587132929823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Curaçao,E,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1590.2975033938003,1590.2975033938003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Jordan,J,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1715.5967031705195,1715.5967031705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,New Zealand,G,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1678.9442908209887,1678.9442908209887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Panama,L,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1753.9772103673267,1753.9772103673267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Iraq,I,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1661.1474098625897,1661.1474098625897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Qatar,B,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1549.5494030220432,1549.5494030220432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Saudi Arabia,H,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1705.9341181708846,1705.9341181708846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Scotland,C,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1800.6524904944006,1800.6524904944006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,South Korea,A,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1825.9460475707715,1825.9460475707715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Tunisia,F,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1648.6081559732288,1648.6081559732288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Turkey,D,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1891.3502864268487,1891.3502864268487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Uruguay,H,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1907.5228774752184,1907.5228774752184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
publication:2026-06-30T19:08:53.310903+00:00,Uzbekistan,K,phase6_knockout_progression_v1,official_api_locked_knockout_progression,5.0,5.0,0.0,0.0,1723.1994397509068,1723.1994397509068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-30T19:08:53.310903+00:00,,Official knockout model refresh,publication_refresh,publication_refresh,previous_archived_snapshot,False,publication_refresh
